,Coal,Gas,Wind,Solar,Nuclear,,Total,,,,
9/9/2019,116967.75,197595.13,42369.5,8481,96956.17,,500663.63,,,,
9/8/2019,107106.63,178995.83,34899.58,9092.25,96736.96,,459836.46,,,,
9/7/2019,110926.33,193928.13,25056.25,9156.42,97511.21,,472140.75,,,,
9/6/2019,118285.54,213952.33,21665.71,8474.83,99168.79,,500704.17,,,,
9/5/2019,120620.92,220981.17,24378.29,7107.25,99720.17,,513427.63,,,,
9/4/2019,124589.71,231912.13,23157.88,8092.54,100831.46,,530634.42,,,,
43711,116914.67,218721.33,31499.04,8815.79,100733.17,,520026.38,,,,
43710,108025.25,202231.75,22866.17,8039.42,100663.13,,482038.29,,,,
43709,101628.5,194145.54,16048.63,8795.5,100363.25,,458687.79,,,,
43708,100906.5,194235.04,18683.08,9591.5,100950.67,,463494.63,,,,
43707,111076.92,206277.08,27645.88,9851.71,101125,,498718.04,,,,
43706,108941.75,208410.33,37466,9934.38,100686.58,,506621.79,,,,
43705,113508.71,215371.88,23764.38,8877.54,100365.88,,504714.25,,,,
43704,111294.08,203669.21,34008.96,8652.92,100388.21,,498366.54,,,,
43703,107426.25,201785.17,34690.5,8752.42,101512.79,,492805.83,,,,
43702,95333.63,178709.38,31776.92,8486.25,101850.04,,451789.54,,,,
43701,98338.88,190257.71,28198.75,8687.21,102115.33,,462929.38,,,,
43700,115284.83,214795.29,25673.25,9255.96,102159.04,,507969.83,,,,
43699,132188.92,232603.13,23599.38,9223.42,101919.21,,543426,,,,
43698,136776.29,235697.04,27899.58,9621.96,101807.25,,557526.25,,,,
43697,138947.83,237980.67,27913.63,9676.46,98784.33,,559537.79,,,,
43696,138014.58,241789,28544.54,9578.79,99110.5,,560805.21,,,,
43695,124673.88,210945.88,32736.04,9489.29,99172.42,,514861.54,,,,
43694,124198.13,207500.71,36725.13,9310.04,99205.04,,514916.92,,,,
43693,129872.33,222499.63,30782.5,9440.75,100753.79,,536175.75,,,,
43692,134069.21,232058.46,19731,9324.04,101879.33,,541208.13,,,,
43691,137172.08,239904.21,17906.25,9386.54,100723.67,,547703.88,,,,
43690,140981.83,244699.75,18683.88,9454.5,100446.08,,557307.42,,,,
43689,132762,237222.25,23670,9933.29,100675.79,,547073.29,,,,
43688,117914.83,198879.79,30537.46,9860.75,101467.54,,498062.38,,,,
43687,120914.5,204328.38,25417.04,9368.96,102686.63,,503113.38,,,,
43686,130422.04,226481,23889.46,9697.54,102488.58,,537419.25,,,,
43685,132552.25,227136.17,28689.13,9518.38,101846.17,,545502.92,,,,
43684,132996.21,237392.92,25715.17,7832.5,100478.33,,551942.54,,,,
43683,132989.79,245628.79,17043.79,7536.13,99674.29,,551003.71,,,,
43682,128019.83,243038,17481.13,8896.08,98494.17,,542429.33,,,,
43681,119684.63,224303.79,11186.58,9075.58,98134.5,,504688.92,,,,
43680,119792.88,220256.58,15278.29,9035.83,99502.13,,508750.92,,,,
43679,121273.42,223910.96,25369.42,9284.58,100708.83,,527384.67,,,,
43678,124721.21,226069.71,24998.92,9578.21,100267.25,,534420.54,,,,
43677,125682.5,232213.46,26508.83,8748.13,100807.63,,542221.29,,,,
43676,133438.21,240625.71,22763.83,9213.13,101001.79,,555481.54,,,,
43675,132472.71,239658.38,29501.04,9743.29,100199.58,,558687.33,,,,
43674,119450,208423.79,38456.71,9631.21,100024.58,,520550.63,,,,
43673,119519.21,203115.38,34783.04,10158.04,101408.88,,512118.25,,,,
43672,120151.13,207326.79,32894.67,9522.29,101861.83,,519458,,,,
43671,119144.29,203291.17,29434.04,7674.67,100937.13,,507510.17,,,,
43670,125805.71,204694.08,18374.79,8593.25,99888.63,,502929.83,,,,
43669,129661.42,206961.38,18016,7074.04,99923.29,,506945.42,,,,
43668,136845.92,221220.75,28199.67,8348.38,99694.38,,541774.58,,,,
43667,137434.63,221312.54,26212.88,10156.42,99576.67,,540796.38,,,,
43666,139911.92,219195.75,45111.21,10335.92,100219.58,,562709.67,,,,
43665,146524.25,229847,48195.08,9970.5,100811.5,,585624.58,,,,
43664,140935.67,225737.25,45621.71,10257.96,101878.83,,573423.5,,,,
43663,145371,235130.46,40619.42,10147.67,101854.58,,581258.38,,,,
43662,147149.25,232992.96,29438.58,10236.67,101988.17,,569757.79,,,,
43661,144071.75,226839.13,23936.5,10521.38,102032.08,,552494.71,,,,
43660,136090.25,208993.38,17879.42,10046.96,101782.29,,517927.46,,,,
43659,135297.5,213598.63,16643.92,9122.96,101919.96,,520336.13,,,,
43658,138565.21,230235.58,14465.13,9065.33,102260.21,,543640.38,,,,
43657,138480.88,235884.58,19355.17,9476.88,102308.92,,553031.88,,,,
43656,136126.88,236701.04,27533.83,10211.67,102207.33,,559610.63,,,,
43655,130165.58,218969.17,28426.5,9797.17,102375.63,,536792.25,,,,
43654,128936.33,206779.71,27612.63,9900.29,102238.75,,521080.75,,,,
43653,124795.46,194934.96,20141.67,8466.33,101936,,492842.38,,,,
43652,125397.75,203308.63,23534.08,9701.83,102073.04,,508901.08,,,,
43651,125994.17,208527.83,29465.13,10017.83,102175.96,,523163.17,,,,
43650,121842.08,193876.54,32175.96,10049.25,102243.71,,504566.58,,,,
43649,132115,215259.83,30812.58,10296.29,102316.33,,538836.54,,,,
43648,136034.29,220813.42,30191.08,10513.25,102310.33,,546884.54,,,,
43647,129690.13,212200.25,28048.71,10723.79,102524.63,,530202,,,,
43646,123110.38,190760.38,26092.17,9400.88,102209.29,,494582.88,,,,
43645,127791.33,201015.54,22861.54,8514.58,102141.79,,507624.88,,,,
43644,129736.96,208910.54,30311.88,10146.75,102435.13,,530740.88,,,,
43643,129168.96,201998.17,36246.58,10430.25,101803.42,,528573.25,,,,
43642,125187.25,199811.79,32134.67,10242.38,101816.5,,518793,,,,
43641,118283.33,193083.54,34420.79,9663.88,102753.67,,508568.46,,,,
43640,112128.25,190792.17,27775.88,10510.5,102979.54,,494003.25,,,,
43639,98409.63,164886.21,33253.17,10367.58,102598.58,,454998.92,,,,
43638,97547,164251.63,39049.79,10054.33,102747.29,,460977.88,,,,
43637,106286.75,175630.88,49675.21,10340.33,101383.38,,495047.88,,,,
43636,115183.17,189080.21,34920,10032.29,100138.75,,500747.25,,,,
43635,120716.54,194306.79,21830.46,9748.13,99670.38,,496715.38,,,,
43634,118979.63,189937.83,18679.08,9503.21,99417.5,,487064.17,,,,
43633,112820.08,190222.75,14479.04,9276.96,99251.29,,475756.17,,,,
43632,94725.58,159926.33,21451,9604.83,99241.79,,429361.83,,,,
43631,87087.04,149879.42,40225.13,10263.29,99031.58,,433367.83,,,,
43630,84276.08,144430.08,55101.21,10196.75,99589.83,,441190.83,,,,
43629,91073.25,163544.67,34324.38,9391.58,99964.5,,448722.75,,,,
43628,91244.21,172173.42,29299.25,9340.04,99913.83,,453547.33,,,,
43627,99455.58,179104.21,24453.38,9100.13,99305.92,,463309.42,,,,
43626,99313,176101.54,29115.83,8649.46,99095.67,,465781,,,,
43625,86459.04,149812.79,38953.67,8832.92,98797.96,,432751.58,,,,
43624,90882.92,156502.71,34983.63,9329.88,97749.83,,439200.92,,,,
43623,108647.13,180036.58,27433.46,9069.71,97256.25,,474253.13,,,,
43622,115857.5,190890.42,16368.46,9329.75,96822.88,,483771.88,,,,
43621,112929.83,187638.58,20014.13,9104.88,96921.29,,480985.42,,,,
43620,104217.96,168807.29,32855,9852.75,97827.92,,466228.5,,,,
43619,104197.75,167229.67,30332.75,10031.04,98466.5,,461184.17,,,,
43618,101444.25,156836.46,22149.92,9049.21,96851.38,,434065.25,,,,
43617,101135.25,157533.17,26252.54,9679.5,95769.96,,441254.5,,,,
43616,112727.38,178429.54,17082.79,9213.92,98540.83,,472522.75,,,,
43615,114861.08,175009.83,18388.46,9384.5,98313.92,,472337.58,,,,
43614,117094.79,169807.63,28081.67,9650.63,97405.67,,476154.08,,,,
43613,111652.42,159461.17,42386.92,9360.58,97652.42,,474560.92,,,,
43612,98551.5,136738.75,46817.67,7704.21,97032.13,,437071.33,,,,
43611,100829.92,138743.96,39119.08,7386.63,96823.92,,432298.71,,,,
43610,99534.5,138026.08,42739.25,9403.04,97978.08,,437375.21,,,,
43609,105499.5,155812.38,42038.79,9402.63,96965.04,,461500.38,,,,
43608,104130.46,154682.92,43701.17,7001.58,96713.54,,460452.08,,,,
43607,97647.54,146806.92,45150.04,7609.96,96539.29,,446537.96,,,,
43606,93514.08,139217.88,49256.88,8465.96,97842.71,,440949.5,,,,
43605,98603.75,146861.38,46654.92,7837.5,96000.71,,449666.08,,,,
43604,89089.17,134614.83,36177.83,7056.63,94562.13,,413841.58,,,,
43603,89507.04,128106.83,43144.38,8673.5,94101.58,,417735.79,,,,
43602,92176.75,132460.21,54611.96,8222.92,94325.08,,435691.33,,,,
43601,91951.13,135257.79,43931.54,7680.42,94909.08,,429621.42,,,,
43600,94014.17,142263.58,24932.96,7926.63,94715.67,,418803.92,,,,
43599,89964,142959.29,23961.46,9743.67,93966.25,,413790.21,,,,
43598,89965.29,141041.79,25492.5,9180.13,92953.96,,411540.71,,,,
43597,80856.46,125032.04,18617.38,7947.25,93309.54,,375084.17,,,,
43596,83372.5,130394.79,17913.79,8634.5,93264.46,,383750.13,,,,
43595,95784.63,142049.54,21330.29,6028.75,92891.04,,410950.21,,,,
43594,91199.54,137331.83,43563.04,8068.5,92060.54,,422991.42,,,,
43593,89959.54,139199.21,42457.83,9054.33,92590.58,,422595.08,,,,
43592,91746.17,142101.71,36757.08,8958.13,91445.58,,420811.33,,,,
43591,89215.17,139476.71,33053.46,9025.42,89690.04,,411360.25,,,,
43590,80875.63,125696.54,28758.04,8141.54,88308.71,,377957.38,,,,
43589,89293.38,140100.5,15055.58,9335.75,87583.33,,389048.46,,,,
43588,92490.96,153302.08,20419.13,9101.5,88179.79,,413775.38,,,,
43587,91628.13,154551.83,27620.46,8890.46,88419.54,,422094.58,,,,
43586,91328,158854.96,25374.46,9431.04,88324.83,,424377.88,,,,
43585,89648.17,154586.17,30001,9080.83,88497.54,,423989.63,,,,
43584,84497.08,141852.46,41179.29,7174.08,88605.33,,413705.25,,,,
43583,73293.42,118204.33,45040.67,8903.58,88205.79,,380115.42,,,,
43582,71961.17,114174.04,50912.63,9524.42,87489.33,,379642.33,,,,
43581,77489.88,136090.88,42532.38,9160.83,86452.46,,404381.63,,,,
43580,82297.83,146702.25,28338.04,9431.38,86996.5,,409223.63,,,,
43579,87578.58,149297.58,18725.21,9641.08,86794.5,,406436.21,,,,
43578,81825.5,141593.13,29333.13,9434.58,86418.5,,401094.83,,,,
43577,73277.71,128006.63,42775.21,8863.46,86812.25,,392687.46,,,,
43576,61804.79,99566.38,49634.21,8181.63,87617.42,,352761.75,,,,
43575,66129.79,112127.79,45415.5,8244.54,88465.33,,366035.46,,,,
43574,75635.33,131830.71,33058,7778.29,88440.46,,384964.71,,,,
43573,77878.58,127553.33,49237.5,9610.38,88055.54,,403080.79,,,,
43572,81100.08,124516.83,48960.63,9552,87783.92,,400365.13,,,,
43571,84656,124882.5,46993.63,7464.88,86662.71,,399690.71,,,,
43570,82506.25,124394.75,49891.25,8617.71,86710.96,,399894.25,,,,
43569,81478.67,118884.75,38442.25,7233,86815.5,,376799.92,,,,
43568,81785.17,118621.29,39852.42,8091.33,87449.54,,380745.83,,,,
43567,86129.08,130514.04,40703.21,7599.21,88980.29,,401663.42,,,,
43566,84044.92,127474.83,51881.42,7840.96,89123.83,,409540.42,,,,
43565,81605.75,123896.96,59140.42,9018.92,87503.79,,409740.33,,,,
43564,87926.13,136675.75,38665.79,7188.46,86828.67,,405114,,,,
43563,88968.13,148365.96,25387.67,7505.21,85711.63,,403497.38,,,,
43562,76161.5,121232,37336.17,7544.67,85844.17,,370220.58,,,,
43561,81175.71,125710.71,35995.08,7698.83,85814,,378406.46,,,,
43560,90417.71,142935.46,31478.42,6509.29,88309.33,,402752.58,,,,
43559,89984.42,144571,31599.58,7326.42,87509.54,,403880.42,,,,
43558,91348.83,132703.71,44161.92,8353.17,86897.08,,405434.67,,,,
43557,96924.5,146034.79,38997.46,7091.58,86571.92,,418435,,,,
43556,95294.58,155711.25,31548.63,7931.54,86207.25,,420942.88,,,,
43555,84639.21,128358.83,30102.79,7865.25,87566.75,,378347.58,,,,
43554,76276.17,113488,45186.71,7831.63,87486.79,,371737.46,,,,
43553,84978.04,133388.29,33639.13,8701.13,88095.13,,392295.75,,,,
43552,84629.83,131307,47094.38,8669.75,88833.58,,404266.25,,,,
43551,86266.29,134514.33,50744.13,6941.88,90232.29,,412868.46,,,,
43550,93462.17,148970.42,27467.96,7477.96,90262.04,,411263.96,,,,
43549,92074.25,148621.21,20600.71,8362.83,90125.29,,405134.04,,,,
43548,84063.21,125130,26505.42,8503.96,90375.96,,375440.58,,,,
43547,85319.17,123096.42,37079.13,7884.33,90580.88,,385468,,,,
43546,95170.04,129950.96,40631.79,8076.92,92596,,410338.5,,,,
43545,103145.54,145484.17,21710.96,6537.21,92020.96,,413617.46,,,,
43544,102217.54,145726.13,27970.13,4896.92,91304.5,,418251.88,,,,
43543,102041.79,145509.33,29678.83,6915.08,91260.25,,421620.63,,,,
43542,107352.04,150997.08,16660.5,8402.29,90183.46,,419683.75,,,,
43541,97747.67,135019.5,14808.71,8704.71,90723.25,,389401.17,,,,
43540,95834.63,133754,21062.67,7969.42,90368.63,,392002.96,,,,
43539,90936.08,133057.33,44024.58,7792.04,89543.63,,409043.67,,,,
43538,88992.25,129509.67,51663.54,8335,90313.13,,412401.83,,,,
43537,95570.92,131219.17,53347.13,7557.13,90976.67,,421465.17,,,,
43536,101100.46,138004.29,47815.96,6091.92,91071.21,,426812.79,,,,
43535,105658.83,150241.5,19648.63,4917.29,90056.38,,414021.71,,,,
43534,93107.71,123903.33,36291.58,5152.83,87883.08,,388996.04,,,,
43533,100160.5,122727.25,47078.33,6168.75,94568.08,,416893.79,,,,
43532,125185.88,145248.13,28095.54,5990.67,95304.25,,448680.29,,,,
43531,135381.83,153240.63,35765.46,6518.63,95510.5,,475858.04,,,,
43530,143032.17,169419.88,38404.13,5783.04,95493.58,,503317.29,,,,
43529,146951.54,178846.71,32568.67,5294.79,95716.83,,509406.63,,,,
43528,140644.54,177569.96,34782.63,6043.29,95978.96,,503356.54,,,,
43527,119721.33,136420.13,39216.63,5102.13,95141.29,,439567.42,,,,
43526,119361.13,141003.29,25088.54,4715.42,95364.71,,431037.46,,,,
43525,120666.96,166682,17491.96,4391.5,97972.08,,453100,,,,
43524,121541.75,169287.54,14673.54,5925.79,97849.42,,455289.25,,,,
43523,118056.67,157815.5,28089.46,4791.5,96860.13,,451277,,,,
43522,118269.17,160441.58,28193.5,5343.5,96576.04,,453666.25,,,,
43521,111553,154500.79,42613.46,7079.38,95924.29,,456130.88,,,,
43520,99046.58,132331.17,41081.71,6511.67,96539.92,,416757.33,,,,
43519,101385.71,134087.67,41983.63,5973.5,97542.83,,425193.38,,,,
43518,115828.04,159210.21,23218.79,5874.33,98767.42,,449700.46,,,,
43517,113740.92,157063.83,38634.79,3827.21,98882.96,,457095.75,,,,
43516,121583.46,172533.08,34889.92,4287.13,99032.46,,477420.75,,,,
43515,130346.21,186598.08,19091.67,6010.54,99542.04,,486182.54,,,,
43514,122004.67,163556.67,28131.67,5761.42,100081.46,,462901.92,,,,
43513,111323.08,137328.21,28826.63,4929.21,101681.96,,426733.46,,,,
43512,114668.79,136592.92,24378.04,5222.67,101744.63,,424676.08,,,,
43511,106315.75,137405.88,39730.42,4396.63,101695.13,,433325.92,,,,
43510,103847.58,143898.63,50168.42,3383.08,101924.21,,447051.42,,,,
43509,108366.83,149416.08,52123,3268.46,102050.38,,459483.13,,,,
43508,112340.13,155888.54,38604.5,4781.5,101998.29,,457235.38,,,,
43507,122849.08,152896.88,31732,5550.92,102020.5,,458276.92,,,,
43506,121997.25,155926.33,24526,4701.04,102078.96,,450899.08,,,,
43505,120948.04,159328.33,34519.04,4702.25,102975.13,,465418.54,,,,
43504,117952.33,164693,31737.71,6273.08,102368.46,,468501.92,,,,
43503,112457.58,142300.58,33852,6625.5,101950.63,,440958.54,,,,
43502,114877,142385,25462.75,5501,101960.04,,432455.79,,,,
43501,115728.33,138666,25250.13,4677.13,101675.67,,429749.5,,,,
43500,104596.29,125969.29,40938.13,4612.67,101840.67,,422325.92,,,,
43499,95976.96,106887.46,50359.33,4277.04,102819.92,,400885.21,,,,
43498,110311.58,124518.71,47209.58,3542.46,104242.63,,431520.79,,,,
43497,148631.29,153094.5,24888.96,4735.29,103365.71,,480608.08,,,,
43496,166096.38,172879.13,28428.67,4820.33,103233.46,,526519.46,,,,
43495,161577.92,180742.25,27571.71,5230.17,104208.04,,527758.33,,,,
43494,146247.54,162736.08,35200.29,5316.54,104486.17,,497429.38,,,,
43493,129822.63,131693,52822.88,4759.38,104506.96,,467548.08,,,,
43492,132110.96,126729.79,32822.67,5056.67,104505.75,,440679.96,,,,
43491,141117.79,140431.13,22562.17,6077.67,104116.92,,455452.71,,,,
43490,143758.79,155132.67,25113.13,6392.33,104010.33,,478202.29,,,,
43489,132181.25,141227.58,42155.17,5631.67,104293.75,,466451.29,,,,
43488,141195.21,140551.92,34808.42,5427.08,104094.92,,467228.25,,,,
43487,155150.42,134871.83,47287.38,5585.88,104095.54,,495271.63,,,,
43486,155359.63,146400.46,57239,5434.79,104289.67,,518609.79,,,,
43485,142212.67,131350.71,32037,3968.38,104225,,454162.67,,,,
43484,125816.25,110879.33,44592.58,4789.58,103711.92,,429867.92,,,,
43483,130453.42,115920.46,43340.96,4511.42,103260.29,,439750.5,,,,
43482,139247.75,148522.21,19648.29,2965.75,103211.42,,458043.63,,,,
43481,141582.29,150114.54,24277.92,3980.42,101959.29,,467460.29,,,,
43480,142784.54,159536.58,20954.79,2151.25,103380.33,,475509.25,,,,
43479,139056.29,168967.88,12078.21,1991.21,102647.92,,473136.25,,,,
43478,128548.58,143574.29,14816.5,3739.58,102570.96,,437540.79,,,,
43477,124601.96,129239.25,33152.25,2941.38,103009.5,,437826.42,,,,
43476,133136.04,147993.5,30780.71,4223.79,102774.04,,465486.58,,,,
43475,126918.13,151029.58,35286.75,5049.63,102620.63,,467148.38,,,,
43474,112373.88,139503.5,33206.08,4361.5,103131.96,,438298.58,,,,
43473,97175.25,123432.71,45439.54,4103.38,103143,,418612.88,,,,
43472,99248.25,125753.38,47270.29,4444.46,102563.42,,425421.88,,,,
43471,91493.21,105535.25,54944.38,3958.63,101699.63,,400172.33,,,,
43470,104274.17,129710.13,27121.71,2808.88,101852.58,,409262.42,,,,
43469,111312.58,147684,25448.25,4611.92,103008.13,,436669.58,,,,
43468,113327.79,150036.63,27968.38,4547.71,103699.29,,445701.38,,,,
43467,117373.54,150429.54,19235.13,4396.58,103556.5,,442441.96,,,,
43466,105868.71,113590.04,28282.63,4253.29,103140.38,,399747.58,,,,
43465,106427.67,113746.5,43056.79,3008.29,102741,,413285.5,,,,
43464,110418.13,116517.63,38114.79,4132.88,102340.63,,410060.5,,,,
43463,119480.88,123634.88,24276.17,4563.63,102701.67,,414066.71,,,,
43462,108343.13,116647.54,45359.96,3880.13,102895.08,,421236.17,,,,
43461,108986.92,109493.75,51863.75,3979.21,103072.79,,421363.63,,,,
43460,118118.25,107212.13,40449.58,4829.88,103137.13,,417834.54,,,,
43459,122297.92,99596.42,21862.75,4018.13,103189.42,,390101.08,,,,
43458,118613.25,107353,34252.08,4912.88,103211.63,,410320.67,,,,
43457,122484.5,111865.17,28874.58,4357.75,102880.63,,411843.92,,,,
43456,119572.08,111215.29,35922,4643.25,101931.5,,415741.38,,,,
43455,123457.13,122403.79,39306.13,3076.58,101258.04,,431250.29,,,,
43454,116603.29,122284.88,50944.83,3592.17,101014.5,,436511.92,,,,
43453,124186.08,132420.21,38175.17,4587.71,100109.75,,442860.38,,,,
43452,125853.88,137018.29,35809.96,4728.92,100400.33,,446748.88,,,,
43451,128099.75,136717,23975.46,3535.71,100955.75,,436150.58,,,,
43450,122567.21,115253.88,25684.42,4065.29,100290.58,,406911.29,,,,
43449,123351.92,113616.46,32136.25,3715.88,99220.58,,411264.42,,,,
43448,134019.88,124500.17,39907.75,2014.42,100046.04,,442859.04,,,,
43447,139033.54,120854.21,42691.92,4247.54,100396.63,,450221.83,,,,
43446,147666.04,134653.75,36109.5,4181.04,100853.04,,465497.71,,,,
43445,147288.08,142314.75,41164.25,3870.58,100467.29,,479179.13,,,,
43444,154310.88,161255.63,17638.08,2220.17,99844.33,,478910.88,,,,
43443,147311.5,144731.46,16502.96,3174.21,100035.38,,452768.75,,,,
43442,146862.04,143375.83,18179.67,3604,99009.33,,452363.63,,,,
43441,149822.42,150929.08,14340.46,3002.83,98228.25,,459830.29,,,,
43440,146334.04,148646.38,31373.33,2367.29,97408.67,,469436.79,,,,
43439,141100.54,149703.96,30883.21,3362,97466.13,,466000.25,,,,
43438,138103.79,152520.63,14843.42,3934.13,97003.88,,449268.46,,,,
43437,129810,134254.17,17984.17,4572.96,96103.96,,423824.25,,,,
43436,114882.29,101766.13,33172.54,4165.25,95904.46,,386786.92,,,,
43435,112317.33,95633.83,48898.5,3645.75,96420.29,,394463.96,,,,
43434,134111.63,119430.54,28848.67,3961.46,96754.42,,422476.38,,,,
43433,144583.58,142747.92,21446.54,3450.33,97259.88,,450474.71,,,,
43432,143522.88,148132.54,34213.75,4552.92,97531.71,,468551.63,,,,
43431,141512.96,149789.88,30723.42,4862.08,97012.5,,464553.71,,,,
43430,136949.13,134541.63,29518.21,4721.92,96750.17,,441946.17,,,,
43429,118054.21,91685.5,45363.04,4664.83,96327.13,,389578,,,,
43428,126238.58,95345.08,40569.88,4065,95850,,394798.83,,,,
43427,122151.42,98274.17,49144.04,4183.79,95340.29,,406037.88,,,,
43426,130230.13,100758.04,38190.54,4248.29,95169.67,,404682.92,,,,
43425,143722,132323.67,27259.71,4873.63,94279.08,,440097.88,,,,
43424,140835.54,134328.04,21682.92,4688.08,93933.21,,433705.96,,,,
43423,140148.5,139181.08,17109.04,3942.42,93394.67,,431470.63,,,,
43422,136131.67,117085.42,18650.29,4702,92931.46,,405449.96,,,,
43421,131884.5,110328.33,34456.96,5298.38,91992.25,,409674.71,,,,
43420,139086.04,137830.58,30164.17,5281.42,93156.5,,442198.83,,,,
43419,140539.63,160575.13,30089.25,4572.75,93279.17,,467108.46,,,,
43418,141635.71,173533.08,19792.13,4350.83,91622.13,,469322.46,,,,
43417,138861.67,165359.58,22816.25,4437.29,89981.75,,461138.5,,,,
43416,122768.29,142660.63,38029.96,4587.58,89064.29,,442861.17,,,,
43415,108450.08,113091.42,21648.46,5213.08,84795.08,,374867.92,,,,
43414,121837.29,128321.54,37216.5,5672.71,87880.83,,414906.5,,,,
43413,123815.46,137286.33,33440.75,4956.83,88282.88,,424117.46,,,,
43412,123981.79,146818.67,16306.25,4887.63,88052.79,,416261.58,,,,
43411,117702,136324.88,31559.92,5661.29,87702.63,,414097.96,,,,
43410,113619.08,134039.08,36007.58,5427.08,86812.33,,410104.79,,,,
43409,109244.54,129163.63,37291.42,5180.08,86141,,400757.58,,,,
43408,95915.24,106521.04,35500.12,5034.58,84598.84,,359000.4,,,,
43407,102299.5,106002.46,39297.33,6045.5,84547.13,,369984.71,,,,
43406,111853.29,133585.25,26806.54,5049.71,84738.67,,395053.25,,,,
43405,109151.21,127280.96,20368.17,4803.08,78566.08,,371602.83,,,,
43404,110005.71,120876.67,28727.79,5444.96,76905.83,,374234.04,,,,
43403,104337.92,122421.04,40307.67,5945.5,75709.75,,382443.75,,,,
43402,108090.79,129985.29,38327.04,5709.79,80787.75,,396026.33,,,,
43401,96458.71,120884.33,34333.71,5810.5,80440.63,,367549.88,,,,
43400,104159.88,137323.08,19513.75,5388.54,80935.58,,379105.21,,,,
43399,114734.83,153689.75,14468.54,5356.79,81975.92,,403751.17,,,,
43398,115904.33,153869.67,15627.71,5712.58,81980.63,,406585.5,,,,
43397,110559.38,143609.38,22256.96,6367.33,81635.75,,395400.04,,,,
43396,116101.67,145642.79,19586.5,5586.83,81859.79,,401346.38,,,,
43395,115607.71,143048.46,24323.46,6163.75,81720.17,,402919.79,,,,
43394,107172.75,120568.29,29083.88,6384.92,81933.92,,372493.54,,,,
43393,108108.75,124449.46,29609.75,5663.5,82957,,378068.54,,,,
43392,110334.92,140390.17,30971.63,6753.88,84798.04,,403276.25,,,,
43391,114211.17,144520.42,25416.58,6694.58,84320.67,,403899.75,,,,
43390,119311.04,148862.88,22769.29,5777.88,83044.63,,409422.54,,,,
43389,115603.54,152048.67,29620.13,5544.42,81651.38,,415163.96,,,,
43388,112921.5,143247.67,38674.21,5953.75,81597.46,,414558.04,,,,
43387,106233.67,122711.38,32787.17,6098.25,81817.17,,378089.42,,,,
43386,107653.88,122568.25,28131,5825.5,82407.71,,375726.17,,,,
43385,118420.67,137302.08,19812.58,5926.96,83498.79,,396940.38,,,,
43384,124564.21,154623.79,27933.92,5071.58,81822.63,,427966.04,,,,
43383,129472.21,169222.04,30503.25,5946.79,81660.08,,450677.96,,,,
43382,133345.42,177020.63,27583.08,6489.04,81972.29,,457982.92,,,,
43381,132646.83,175415.58,26754.38,6193.96,81540.33,,454068.88,,,,
43380,123226.58,160260.63,23534.46,5552.25,81820.63,,422418.92,,,,
43379,122660.29,162878.96,26592.13,5280.21,81654.71,,427768.29,,,,
43378,127887.58,170528.58,30002.21,6984.75,87938.54,,454381.04,,,,
43377,127252.33,178448.92,34221.71,6395.13,87950.88,,466693.13,,,,
43376,121832.04,177774.92,47242.46,5210.21,87437.75,,472394.88,,,,
43375,124211.25,181844.96,29787.63,4959.25,87631.25,,460421.67,,,,
43374,122793.58,174999,22863.13,5335.13,87823.29,,446419.17,,,,
43373,108991.17,141224.83,25318.42,6121.79,90294.38,,402528.79,,,,
43372,109962.75,142488.5,21313.33,7154.04,91269.58,,402484.17,,,,
43371,115796.33,155773.92,27682.71,6884.75,89918.5,,429989.54,,,,
43370,120333,162432.83,21075.42,6777.67,90633.25,,434763.04,,,,
43369,129143.33,172134.96,26379.75,6867.79,90433.17,,459361.96,,,,
43368,128928.38,173283.42,30923.83,7002.88,89212.25,,463715.04,,,,
43367,124130.54,165923.25,25392.92,6848.46,88457.38,,443348.58,,,,
43366,113567.17,147384.17,23240.5,6773.5,88153.75,,406744.21,,,,
43365,116475,157407.08,27431.04,7032.04,87877.33,,425650.13,,,,
43364,136441.21,182820.38,36772.92,7063.42,89919.46,,485052.75,,,,
43363,141190.75,195181.38,37384,7134.71,90196.92,,502546.08,,,,
43362,142800.92,202342.67,31204.71,6810.96,89705.17,,505599.83,,,,
43361,116362.75,177781.67,23556.79,7312.54,57774.92,,519568.58,,,,
43360,115196.46,179493.58,19813.5,7171.79,57855.5,,513939.17,,,,
43359,105614.5,159287.75,20560.83,6789,57449.58,,472365.08,,,,
43358,105814.67,160078,18334.83,6975.96,59526.17,,476868.71,,,,
43357,108620.29,164310.42,21680.75,7292.79,63104.33,,497226.21,,,,
43356,106376.75,153199.88,31806.67,7415.5,64682.33,,494650.33,,,,
43355,105728.33,148822.79,30056.29,7750.58,65872.42,,484825.96,,,,
43354,105348.58,140133.21,28208.79,7686.13,65793.54,,467452.63,,,,
43353,107345.54,141155.42,18432.83,7605,65625.04,,454422.46,,,,
43352,100140.75,130413.75,16562.88,7569.75,65537.21,,425469.83,,,,
43351,103978.17,139610.67,21617.96,7459.25,65229.08,,452560.54,,,,
43350,120136.83,158984.67,13377.67,7366.88,66602,,503529.75,,,,
43349,123387.75,170390.58,13039.92,7288.46,67296.58,,532772.5,,,,
43348,126634.71,174495.5,15079.42,6985,66981.13,,548273.29,,,,
43347,124089.38,172302.25,17632.04,6950.71,66966.92,,544373.92,,,,
